대우,,,,NNP,*,F,대우,*,*,*,*,*
구글,,,,NNP,*,T,구글,*,*,*,*,*
빅테크,,,,NNP,*,F,빅테크,*,*,*,*,*
식약처,,,,NNP,*,F,식약처,*,*,*,*,*
식약청,,,,NNP,*,T,식약청,*,*,*,*,*
금융사,,,,NNP,*,F,금융사,*,*,*,*,*
카드사,,,,NNP,*,F,카드사,*,*,*,*,*
밴사,,,,NNP,*,F,밴사,*,*,*,*,*
개발사,,,,NNP,*,F,개발사,*,*,*,*,*
플랫폼,,,,NNP,*,T,플랫폼,*,*,*,*,*
스테이블,,,,NNP,*,T,스테이블,*,*,*,*,*
스타벅스,,,,NNP,*,F,스타벅스,*,*,*,*,*
빅데이터,,,,NNP,*,F,빅데이터,*,*,*,*,*
협력사,,,,NNP,*,F,협력사,*,*,*,*,*
지급결제,,,,NNP,*,F,지급결제,*,*,*,*,*
종합지급결제,,,,NNP,*,F,종합지급결제,*,*,*,*,*
종합지급결제사업자,,,,NNP,*,F,종합지급결제사업자,*,*,*,*,*
전금법,,,,NNP,*,T,전금법,*,*,*,*,*
특정금융정보법,,,,NNP,*,T,특정금융정보법,*,*,*,*,*
특금법,,,,NNP,*,T,특금법,*,*,*,*,*
전자금융거래법,,,,NNP,*,T,전자금융거래법,*,*,*,*,*
개인정보보호법,,,,NNP,*,T,개인정보보호법,*,*,*,*,*
금융소비자보호법,,,,NNP,*,T,금융소비자보호법,*,*,*,*,*
금소법,,,,NNP,*,T,금소법,*,*,*,*,*
여신전문금융업법,,,,NNP,*,T,여신전문금융업법,*,*,*,*,*
전자금융업법,,,,NNP,*,T,전자금융업법,*,*,*,*,*
금융업법,,,,NNP,*,T,금융업법,*,*,*,*,*
데이터법,,,,NNP,*,T,데이터법,*,*,*,*,*
데이터3법,,,,NNP,*,T,데이터3법,*,*,*,*,*
정보통신망법,,,,NNP,*,T,정보통신망법,*,*,*,*,*
신용정보법,,,,NNP,*,T,신용정보법,*,*,*,*,*
핀테크육성지원법,,,,NNP,*,T,핀테크육성지원법,*,*,*,*,*
비식별화,,,,NNP,*,F,비식별화,*,*,*,*,*
온플법,,,,NNP,*,T,온플법,*,*,*,*,*
특혜법,,,,NNP,*,T,특혜법,*,*,*,*,*
개인정보보호,,,,NNP,*,F,개인정보보호,*,*,*,*,*
전자지급결제,,,,NNP,*,F,전자지급결제,*,*,*,*,*
전자지급결제대행,,,,NNP,*,T,전자지급결제대행,*,*,*,*,*
전자지급결제대행사,,,,NNP,*,F,전자지급결제대행사,*,*,*,*,*
지급지시전달업,,,,NNP,*,T,지급지시전달업,*,*,*,*,*
지급결제청산업,,,,NNP,*,T,지급결제청산업,*,*,*,*,*
자금이체업,,,,NNP,*,T,자금이체업,*,*,*,*,*
결제대행업,,,,NNP,*,T,결제대행업,*,*,*,*,*
대금결제업,,,,NNP,*,T,대금결제업,*,*,*,*,*
전자금융업자,,,,NNP,*,F,전자금융업자,*,*,*,*,*
전금업자,,,,NNP,*,F,전금업자,*,*,*,*,*
종합지급결제업자,,,,NNP,*,F,종합지급결제업자,*,*,*,*,*
종합지급결제업,,,,NNP,*,T,종합지급결제업,*,*,*,*,*
전자지급거래청산업,,,,NNP,*,T,전자지급거래청산업,*,*,*,*,*
청산업,,,,NNP,*,T,청산업,*,*,*,*,*
가명정보,,,,NNP,*,F,가명정보,*,*,*,*,*
마그네틱,,,,NNP,*,T,가명정보,*,*,*,*,*
자문단,,,,NNP,*,T,자문단,*,*,*,*,*
선불업자,,,,NNP,*,F,선불업자,*,*,*,*,*
전자금융업,,,,NNP,*,T,전자금융업,*,*,*,*,*
지급결제대행,,,,NNP,*,T,지급결제대행,*,*,*,*,*
선불전자지급수단,,,,NNP,*,T,선불전자지급수단,*,*,*,*,*
토스페이먼츠,,,,NNP,*,F,토스페이먼츠,*,*,*,*,*
금융통화위원회,,,,NNP,*,F,금융통화위원회,*,*,*,*,*
긴급재난지원금,,,,NNP,*,T,긴급재난지원금,*,*,*,*,*
재난지원금,,,,NNP,*,T,재난지원금,*,*,*,*,*
종합자산관리계좌,,,,NNP,*,F,종합자산관리계좌,*,*,*,*,*
계좌번호,,,,NNP,*,F,계좌번호,*,*,*,*,*
가상계좌,,,,NNP,*,F,가상계좌,*,*,*,*,*
실명확인,,,,NNP,*,T,실명확인,*,*,*,*,*
실명계좌,,,,NNP,*,F,실명계좌,*,*,*,*,*
고유업무,,,,NNP,*,F,고유업무,*,*,*,*,*
부수업무,,,,NNP,*,F,부수업무,*,*,*,*,*
금융서비스,,,,NNP,*,F,금융서비스,*,*,*,*,*
국정감사,,,,NNP,*,F,국정감사,*,*,*,*,*
후불결제,,,,NNP,*,F,후불결제,*,*,*,*,*
마켓컬리,,,,NNP,*,F,마켓컬리,*,*,*,*,*
코로나19,,,,NNP,*,F,코로나19,*,*,*,*,*
코로나바이러스,,,,NNP,*,F,코로나바이러스,*,*,*,*,*
자영업자,,,,NNP,*,F,자영업자,*,*,*,*,*
중소기업,,,,NNP,*,T,중소기업,*,*,*,*,*
중소상공인,,,,NNP,*,T,중소상공인,*,*,*,*,*
소상공인,,,,NNP,*,T,소상공인,*,*,*,*,*
금융중개지원대출,,,,NNP,*,T,금융중개지원대출,*,*,*,*,*
통신판매중개업,,,,NNP,*,T,통신판매중개업,*,*,*,*,*
근거리무선통신,,,,NNP,*,T,근거리무선통신,*,*,*,*,*
중개수수료,,,,NNP,*,T,중개수수료,*,*,*,*,*
PG,,,,NNP,*,F,PG,*,*,*,*,*
오픈마켓,,,,NNP,*,T,오픈마켓,*,*,*,*,*
터닝포인트,,,,NNP,*,F,터닝포인트,*,*,*,*,*
한은법,,,,NNP,*,T,한은법,*,*,*,*,*
가상자산,,,,NNP,*,T,가상자산,*,*,*,*,*
혁신방안,,,,NNP,*,T,혁신방안,*,*,*,*,*
비트코인,,,,NNP,*,T,비트코인,*,*,*,*,*
마이페이먼트,,,,NNP,*,F,마이페이먼트,*,*,*,*,*
마이데이터,,,,NNP,*,F,마이데이터,*,*,*,*,*
선불충전금,,,,NNP,*,T,선불충전금,*,*,*,*,*
디지털금융,,,,NNP,*,T,디지털금융,*,*,*,*,*
머지포인트,,,,NNP,*,F,머지포인트,*,*,*,*,*
lg유플러스,,,,NNP,*,F,lg유플러스,*,*,*,*,*
라인플러스,,,,NNP,*,F,라인플러스,*,*,*,*,*
머지플러스,,,,NNP,*,F,머지플러스,*,*,*,*,*
쿠팡페이,,,,NNP,*,F,쿠팡페이,*,*,*,*,*
카카오페이,,,,NNP,*,F,카카오페이,*,*,*,*,*
대구은행,,,,NNP,*,T,대구은행,*,*,*,*,*
하나은행,,,,NNP,*,T,하나은행,*,*,*,*,*
농협은행,,,,NNP,*,T,농협은행,*,*,*,*,*
국민은행,,,,NNP,*,T,국민은행,*,*,*,*,*
신한은행,,,,NNP,*,T,신한은행,*,*,*,*,*
우리은행,,,,NNP,*,T,우리은행,*,*,*,*,*
시중은행,,,,NNP,*,T,시중은행,*,*,*,*,*
공상은행,,,,NNP,*,T,공상은행,*,*,*,*,*
인민은행,,,,NNP,*,T,인민은행,*,*,*,*,*
제로페이,,,,NNP,*,F,제로페이,*,*,*,*,*
우리카드,,,,NNP,*,F,우리카드,*,*,*,*,*
피델리티,,,,NNP,*,F,우리카드,*,*,*,*,*
SaaS,,,,NNP,*,F,SaaS,*,*,*,*,*
PaaS,,,,NNP,*,F,PaaS,*,*,*,*,*
IaaS,,,,NNP,*,F,IaaS,*,*,*,*,*
